LineId,Date,Time,Pid,Tid,Level,Component,Content,EventId,EventTemplate,ParameterList
4556,12-18,07:41:58.418,1795,2737,D,WifiProJNI,Received kernel message payload: event 0,3ab27eea,Received kernel message payload: event <*>,['0']
4557,12-18,17:52:18.830,1795,2323,E,UsbDeviceManager,at java.io.FileInputStream.<init>(FileInputStream.java:146),d7497a9b,at <*>,['java.io.FileInputStream.<init>(FileInputStream.java:146)']
4558,12-18,15:33:21.072,1795,2672,D,HwWifiCHRStateManager,normal@trigger:  type:101 ; mWifiType = 15 ; msg_type = 1,bd2abff5,normal@trigger:  type:<*> ; mWifiType = <*> ; msg_type = <*>,"['101', '15', '1']"
4559,12-18,14:10:03.229,1795,6986,D,HwActivityManagerService,"handleANRFilterFIFO,uid = 10113cmd = 0",c7d11cb0,<*> <*> <*> = <*>,"['handleANRFilterFIFO,uid', '= 10113cmd', '0']"
4560,12-17,19:33:11.031,5215,5215,D,wpa_supplicant,80:38:bc:0a:f9:41 freq=2452 qual=0 noise=-89~ level=-87 snr=2 flags=0xb age=0 est=6500,f6f27585,<*> freq=<*> qual=<*> noise=-<*>~ level=-<*> snr=<*> flags=<*> age=<*> est=<*>,"['80:38:bc:0a:f9:41', '2452', '0', '89', '87', '2', '0xb', '0', '6500']"
4561,12-18,18:27:46.533,2852,2852,W,CfgFilePolicy,No config file found for:/themes/diff/icons,3066e5a8,No config file found <*>,['for:/themes/diff/icons']
4562,12-18,14:11:33.225,633,6486,I,SDK     ,<2016-12-18 14:11:33> [NOTICE] SDK: UE-SeC 2016-12-18 14:11:33:225 Level[NOTICE] magic[2138429728 936]:runtime config: netType[0] ssid[CSDJ-01]!,f0d4584e,<<*><*><*> <*>:<*>:<*>> <*> SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> <*> magic[<*> <*> <*> <*> <*>,"['', '<2016-12-18 14', '11:33', '[NOTICE]', '', '2016-12-18 14', '11', '33:225 Level[NOTICE]', '2138429728', '936]:runtime', 'config: netType[0] ssid[CSDJ-01]!']"
4563,12-17,23:27:35.717,2852,2852,I,HwSignalClusterView,setMobileDataIndicatorsHuawei subId:0 visible:true strengthIcon:2130839311 typeIcon:2130839195 contentDescription:手机信号满格。 typeContentDescription:4G isTypeIconWide:true showActivity:true activityIn:false activityOut:false isRoaming:false,186687fa,setMobileDataIndicatorsHuawei subId:<*> visible:true strengthIcon:<*> typeIcon:<*> <*> <*> <*> <*> <*> <*> isRoaming:false,"['0', '2130839311', '2130839195', 'contentDescription:手机信号满格。', 'typeContentDescription:4G', 'isTypeIconWide:true showActivity:true activityIn:false activityOut:false']"
4564,12-18,15:35:09.255,2852,2852,I,PhoneStatusBar,updateNotificationShade,06327cf8,updateNotificationShade,[]
4565,12-18,14:44:36.135,1795,1821,I,HwActivityManagerService,Split enqueueing broadcast [callerApp]:ProcessRecord{34bf34f 0:system/1000},b1ffc7b2,Split enqueueing broadcast [callerApp]:ProcessRecord{<*> <*>,['34bf34f 0:system/1000}']
4566,12-18,19:49:37.522,2852,2852,I,PhoneStatusBar,updateNotificationShade,06327cf8,updateNotificationShade,[]
4567,12-18,15:37:08.065,10334,10334,D,wpa_supplicant,WPS: attr type=0x1049 len=6,5c5162a9,WPS: attr type=<*> len=<*>,"['0x1049', '6']"
4568,12-18,19:52:16.235,5224,5283,I,Step_ExtendStepDataManager,20002302|compensate 24701032 28,e1031707,<*>|compensate <*> <*>,"['20002302', '24701032 28']"
4569,12-17,23:05:38.724,4690,4690,V,InputMethodService,Showing window: showInput=true mShowInputRequested=true mWindowAdded=true mWindowCreated=true mWindowVisible=true mInputStarted=true mShowInputFlags=1,3b7308bb,Showing window: showInput=true <*> mWindowAdded=true mWindowCreated=true <*> mInputStarted=true mShowInputFlags=<*>,"['mShowInputRequested=true', 'mWindowVisible=true', '1']"
4570,12-18,08:19:21.614,2852,2914,I,HwMobileSignalController,subId:0 phoneType:1 networktype:13 targetClass:3 masterLevel:5 slaveLevel:-1,2630e619,subId:<*> phoneType:<*> networktype:<*> targetClass:<*> masterLevel:<*> slaveLevel:-<*>,"['0', '1', '13', '3', '5', '1']"
4571,12-17,22:34:10.090,1795,2709,I,ActivityManager_service,"retrieveServiceLocked, callerApp: ProcessRecord{34bf34f 0:system/1000}, flags: 10000400",a3af36d4,"retrieveServiceLocked, callerApp: ProcessRecord{<*> <*> flags: <*>","['34bf34f 0:system/1000},', '10000400']"
4572,12-17,19:35:16.497,5215,5215,D,wpa_supplicant,CTRL-DEBUG: ctrl_sock-sendmsg: sock=16 sndbuf=229376 outq=0 send_len=44,0e6678d6,CTRL-DEBUG: <*> sock=<*> sndbuf=<*> outq=<*> send_len=<*>,"['ctrl_sock-sendmsg:', '16', '229376', '0', '44']"
4573,12-18,15:27:33.805,1046,1125,D,ACDB-LOADER,ACDB -> send_asm_topology,8f29116c,<*> -> <*>,"['ACDB', '-> send_asm_topology']"
4574,12-17,23:14:15.926,1795,2381,D,libfingersense_wrapper,Calling fingersense_touch_up(),370498a7,Calling <*>,['fingersense_touch_up()']
4575,12-17,23:13:12.934,2852,2852,D,HwCustMobileSignalControllerImpl,isCurrentBySim()=false,2701f85c,isCurrentBySim()=false,[]
4576,12-18,17:38:23.584,2852,2925,W,ExifData,The tag is null error!,add4625a,The tag is null error!,[]
4577,12-18,10:55:29.912,633,1428,E,SDK     ,<2016-12-18 10:55:29> [ERR] SDK: UE-SeC 2016-12-18 10:55:29:912 Level[ERR] magic[2156308768 1818]:get =>FSM_Tool_CreateFileHandle error [-1000],f0d4584e,<<*><*><*> <*>:<*>:<*>> <*> SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> <*> magic[<*> <*> <*> <*> <*>,"['', '<2016-12-18 10', '55:29', '[ERR]', '', '2016-12-18 10', '55', '29:912 Level[ERR]', '2156308768', '1818]:get', '=>FSM_Tool_CreateFileHandle error [-1000]']"
4578,12-18,12:39:35.622,2852,2852,I,HwSignalClusterView,"apply hwPhoneState.mSubId:0 anyMobileVisible:false mIsAirplaneMode:false, mobileGroupVisible=true",9361d325,"apply hwPhoneState.mSubId:<*> anyMobileVisible:false mIsAirplaneMode:false, mobileGroupVisible=true",['0']
4579,12-17,23:16:08.517,25103,25103,I,SendBroadcastPermission,"action:com.tencent.mm.plugin.report.service.KVCommCrossProcessReceiver, mPermissionType:0",6b0b29a4,<*> mPermissionType:<*>,"['action:com.tencent.mm.plugin.report.service.KVCommCrossProcessReceiver,', '0']"
4580,12-18,09:11:18.863,1795,6986,D,ActivityManager,"Skipping, home stack task: TaskRecord{37babfb #297 A=com.huawei.android.launcher U=0 StackId=0 sz=1}",f0fa5c22,"Skipping, home stack task: TaskRecord{<*> #<*> A=<*> U=<*> StackId=<*> sz=<*>}","['37babfb', '297', 'com.huawei.android.launcher', '0', '0', '1']"
4581,12-18,15:38:08.584,1795,3110,W,ActivityManager,getRunningAppProcesses: caller 10146 does not hold REAL_GET_TASKS; limiting output,5881aa26,<*> caller <*> does not hold REAL_GET_TASKS; limiting output,"['getRunningAppProcesses:', '10146']"
4582,12-18,08:11:02.304,2852,2852,D,StatusBar,No peeking: unimportant notification: 0|com.huawei.health|10010|null|10099,738eb9b7,No peeking: unimportant notification: <*>|<*>|<*>|null|<*>,"['0', 'com.huawei.health|10010', '10099']"
4583,12-18,19:01:26.146,1795,2323,E,UsbDeviceManager,at java.io.FileInputStream.open(Native Method),d040c7f0,at <*>(Native Method),['java.io.FileInputStream.open']
4584,12-18,17:37:37.535,1795,2380,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=141463387, event=2, flags=0x0, uid=1000",e9aa76e5,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>","['141463387', '2', '0x0', '1000']"
4585,12-18,15:35:57.616,1795,2709,I,ActivityManager_service,"retrieveServiceLocked, callerApp: ProcessRecord{34bf34f 0:system/1000}, flags: 10000400",a3af36d4,"retrieveServiceLocked, callerApp: ProcessRecord{<*> <*> flags: <*>","['34bf34f 0:system/1000},', '10000400']"
4586,12-18,07:57:02.886,633,31868,E,SDK     ,<2016-12-18 07:57:02> [ERR] SDK: UE-SeC 2016-12-18 7:57:2:886 Level[ERR] magic[3365677344 692]:Decoder message type is invalidation;invalidation MMTP_MSG_ENABLE_EXTEND is [36],b29d6ea3,<<*><*><*> <*>:<*>:<*>> <*> SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> <*> magic[<*> <*> <*> <*> <*> <*> <*> <*> <*>,"['', '<2016-12-18 07', '57:02', '[ERR]', '', '2016-12-18 7', '57', '2:886 Level[ERR]', '3365677344', '692]:Decoder', 'message', 'type', 'is invalidation;invalidation MMTP_MSG_ENABLE_EXTEND is [36]']"
4587,12-17,23:57:45.786,633,692,I,eSpaceService,LoginThread{6789} LoginThread.cancel(LoginC.java:838) Login_By_Step-> thread cancel 6789,3c0ab496,LoginThread{<*>} LoginThread.cancel(LoginC.java:<*>) Login_By_Step-> thread cancel <*>,"['6789', '838', '6789']"
4588,12-17,19:31:45.234,1795,2326,V,FingerprintService,"handleError(client=com.android.systemui, error = 5)",ba52f7fd,"handleError(client=<*>, error = <*>)","['com.android.systemui', '5']"
4589,12-17,23:10:17.476,633,31870,I,SDK     ,<2016-12-17 23:10:17> [WARN] SDK: UE-SeC 2016-12-17 23:10:17:476 Level[WARN] magic[3362781472 684]:PubEvt_Close Getting a socket[65] from the Socket-table Failed!,b29d6ea3,<<*><*><*> <*>:<*>:<*>> <*> SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> <*> magic[<*> <*> <*> <*> <*> <*> <*> <*> <*>,"['', '<2016-12-17 23', '10:17', '[WARN]', '', '2016-12-17 23', '10', '17:476 Level[WARN]', '3362781472', '684]:PubEvt_Close', 'Getting', 'a', 'socket[65] from the Socket-table Failed!']"
4590,12-18,07:35:55.867,1795,2748,D,HwAmbientLuxFilterAlgo,earliestValidTime + POWER_ON_BRIGHTENING_LIGHT_DEBOUNCE,20dde6b6,earliestValidTime + <*>,['POWER_ON_BRIGHTENING_LIGHT_DEBOUNCE']
4591,12-18,15:33:00.888,9017,9017,W,AccessPointFilter,at com.android.settings.wifi.WifiSettings.onActivityCreated(WifiSettings.java:292),d7497a9b,at <*>,['com.android.settings.wifi.WifiSettings.onActivityCreated(WifiSettings.java:292)']
4592,12-18,18:32:57.624,2883,2883,I,HwSystemManager,AutoCleanReceiveServer:receive action:android.intent.action.SCREEN_ON,e84c590b,<*> action:<*>,"['AutoCleanReceiveServer:receive', 'android.intent.action.SCREEN_ON']"
4593,12-18,18:26:03.439,1795,3253,V,SecInputMethodManagerService,"Client requesting input be hidden, pid=4492",0c1bafa7,"Client requesting input be hidden, pid=<*>",['4492']
4594,12-18,17:44:11.504,2852,2852,I,BadgedIconHelper,isCloneProcess = false,933e6ed3,<*> = false,['isCloneProcess']
4595,12-17,21:50:57.495,1795,1805,D,PowerManagerService,"release:lock=166784994, flg=0x0, tag=""hibernation"", name=com.huawei.powergenie"", ws=null, uid=1000, pid=3180",255b14d1,"release:lock=<*>, flg=<*>, <*> <*> <*> uid=<*>, pid=<*>","['166784994', '0x0', 'tag=""hibernation"",', 'name=com.huawei.powergenie"", ws=null,', '1000', '3180']"
4596,12-18,01:56:23.552,2852,2914,I,HwMobileSignalController,updateSignalStrength: signalStrength=SignalStrength: -1 0 -1 255 -1 255 -1 255 255 19 -102 -10 58 2147483647 2147483647 false gw|lte,08e3e569,updateSignalStrength: signalStrength=SignalStrength: -<*> <*> -<*> <*> -<*> <*> -<*> <*> <*> <*> -<*> -<*> <*> <*> <*> false gw|lte,"['1 0', '1 255', '1 255', '1', '255 255 19', '102', '10', '58 2147483647 2147483647']"
4597,12-17,21:26:56.208,1795,1795,D,HwKeyguardManagerImpl,isLockScreenDisabled HwKeyguardManagerImpl result = false,4b8d59ce,<*> <*> <*> = false,"['isLockScreenDisabled', 'HwKeyguardManagerImpl result']"
4598,12-17,20:36:08.424,2852,2852,I,HwSignalClusterView,getOrInflateState subId:0,cf07345e,<*> subId:<*>,"['getOrInflateState', '0']"
4599,12-18,14:14:13.079,5994,5994,D,wpa_supplicant,wlan0: Control interface command 'BSS RANGE=47- MASK=0x3029d87',fd97bb32,<*> Control interface command <*> <*> <*>,"['wlan0:', ""'BSS"", ""RANGE=47- MASK=0x3029d87'""]"
4600,12-18,15:33:18.615,10334,10334,D,wpa_supplicant,WPS: WFA subelement id=0 len=1,fc6f3a22,WPS: WFA subelement id=<*> len=<*>,"['0', '1']"
4601,12-17,23:05:32.707,1795,2377,I,AwareLog,AwareMem_EventTracker: [POLLING_TIMEOUT_130221016] is abandoned for memory 826224,616e28f8,AwareMem_EventTracker: <*> is abandoned for memory <*>,"['[POLLING_TIMEOUT_130221016]', '826224']"
4602,12-17,20:11:43.729,5215,5215,D,wpa_supplicant,CTRL-DEBUG: global_ctrl_sock-sendto: sock=16 sndbuf=229376 outq=0 send_len=5,0e6678d6,CTRL-DEBUG: <*> sock=<*> sndbuf=<*> outq=<*> send_len=<*>,"['global_ctrl_sock-sendto:', '16', '229376', '0', '5']"
4603,12-18,00:24:23.132,1795,3139,I,AlarmManager,set(PendingIntent{afbddaf: PendingIntentRecord{f22e5bc com.tencent.mm broadcastIntent}}) : type=2 triggerAtTime=460399971 win=0 tElapsed=460404495 maxElapsed=460404495 interval=0 flags=0x8,87ad48a0,set(PendingIntent{<*>: PendingIntentRecord{<*> <*> <*> : type=<*> triggerAtTime=<*> win=<*> tElapsed=<*> maxElapsed=<*> interval=<*> flags=<*>,"['afbddaf', 'f22e5bc', 'com.tencent.mm broadcastIntent}})', '2', '460399971', '0', '460404495', '460404495', '0', '0x8']"
4604,12-18,14:33:05.461,1795,6988,I,Sensor  ,"updateLightsLocked --> level:91, status:3",4ab813a7,"updateLightsLocked --> level:<*>, status:<*>","['91', '3']"
4605,12-18,00:02:41.376,633,31870,I,SDK     ,<2016-12-18 00:02:41> [WARN] SDK: UE-SeC 2016-12-18 0:2:41:376 Level[WARN] magic[3362781472 684]:PubEvt_Close Getting a socket[51] from the Socket-table Failed!,b29d6ea3,<<*><*><*> <*>:<*>:<*>> <*> SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> <*> magic[<*> <*> <*> <*> <*> <*> <*> <*> <*>,"['', '<2016-12-18 00', '02:41', '[WARN]', '', '2016-12-18 0', '2', '41:376 Level[WARN]', '3362781472', '684]:PubEvt_Close', 'Getting', 'a', 'socket[51] from the Socket-table Failed!']"
4606,12-17,22:30:34.085,3168,3168,I,CHR_ChrDataServiceTracker,cost time to connected = 0seconds,2fd3610c,cost time to connected = 0seconds,[]
4607,12-18,19:49:42.466,2852,2852,W,HwPhoneLayoutInflater,"onCreateView : ClassNotFoundException, In this case we want to let the base class take a crack at it",a0ca20d7,"onCreateView : ClassNotFoundException, In this case we want to let the base class take a crack at it",[]
4608,12-17,22:36:13.964,2852,2852,I,QSContainer,updateQsState:false,836b1060,updateQsState:false,[]
4609,12-18,00:02:41.394,633,31870,I,SDK     ,<2016-12-18 00:02:41> [WARN] SDK: UE-SeC 2016-12-18 0:2:41:393 Level[WARN] magic[3362781472 684]:PubEvt_Close Getting a socket[108] from the Socket-table Failed!,b29d6ea3,<<*><*><*> <*>:<*>:<*>> <*> SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> <*> magic[<*> <*> <*> <*> <*> <*> <*> <*> <*>,"['', '<2016-12-18 00', '02:41', '[WARN]', '', '2016-12-18 0', '2', '41:393 Level[WARN]', '3362781472', '684]:PubEvt_Close', 'Getting', 'a', 'socket[108] from the Socket-table Failed!']"
4610,12-18,18:18:08.622,2852,2852,I,StackScrollAlgorithm,updateDimmedActivatedHideSensitive overlap:false,d6169692,updateDimmedActivatedHideSensitive <*>,['overlap:false']
4611,12-17,22:30:34.402,7741,5171,V,Mms_TXM_SVC,onNewIntent: no pending messages. Stopping service.,9146a2ae,onNewIntent: no pending messages. Stopping service.,[]
4612,12-17,23:09:28.121,1795,2381,D,libfingersense_wrapper,fingersense_classify_touch() finished,97fdd2c8,<*> finished,['fingersense_classify_touch()']
4613,12-17,23:48:37.084,3180,3332,I,PGServer,report state:4 event type:1 pid:20 uid:10033 pkg:null to pid: 1795,18f583aa,report state:<*> event type:<*> pid:<*> uid:<*> <*> to pid: <*>,"['4', '1', '20', '10033 pkg:null', '1795']"
4614,12-18,09:20:00.873,2852,2925,I,WeatherUtils,getCurrentWeatherInfo currentTemperature is :14.0 mWeatherIcon Id is: 7,b98e0c88,getCurrentWeatherInfo currentTemperature is :<*>.<*> mWeatherIcon Id is: <*>,"['14.0', '7']"
4615,12-18,15:31:13.569,1795,3110,D,PowerManagerService,"ready=true,policy=0,wakefulness=0,wksummary=0x1,uasummary=0x0,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=33,auto=-1,adj=0.0userId=0",2bd0bdb0,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>","['0', '0', '0x1', '0x0', '33', '1', '0', '0']"
4616,12-18,19:49:21.933,5224,5283,I,Step_DataCache,20002302|getTodayTotalSteps 16855,dede275d,<*> <*>,['20002302|getTodayTotalSteps 16855']
4617,12-17,23:25:06.393,633,692,I,eSpaceService,Watch Thread{4481} WatchThread.onLoop(WatchThread.java:94) watch thread onLoop...,cb1dc376,Watch Thread{<*>} WatchThread.onLoop(WatchThread.java:<*>) watch thread onLoop...,"['4481', '94']"
4618,12-18,17:42:38.574,2852,2852,V,BoostFramework,BoostFramework() : mPerf = com.qualcomm.qti.Performance@f34a909,4382623a,<*> <*> <*> = <*>@<*>,"['BoostFramework()', ': mPerf', 'com.qualcomm.qti.Performance@f34a909']"
4619,12-18,14:13:11.911,2883,4486,I,HwSystemManager,HoldService:locationInfo switch is on . pid = 5157,09377b45,HoldService:locationInfo switch is on . pid = <*>,['5157']
4620,12-17,23:50:44.289,2852,2852,I,BitmapUtils,at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:831),d7497a9b,at <*>,['com.android.internal.os.ZygoteInit.main(ZygoteInit.java:831)']
4621,12-18,18:30:29.910,2852,2852,D,HwCustMobileSignalControllerImpl,isCurrentBySim()=false,2701f85c,isCurrentBySim()=false,[]
4622,12-18,08:49:14.433,633,31870,I,SDK     ,<2016-12-18 08:49:14> [WARN] SDK: UE-SeC 2016-12-18 8:49:14:433 Level[WARN] magic[3362781472 684]:PubEvt_Close Getting a socket[91] from the Socket-table Failed!,b29d6ea3,<<*><*><*> <*>:<*>:<*>> <*> SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> <*> magic[<*> <*> <*> <*> <*> <*> <*> <*> <*>,"['', '<2016-12-18 08', '49:14', '[WARN]', '', '2016-12-18 8', '49', '14:433 Level[WARN]', '3362781472', '684]:PubEvt_Close', 'Getting', 'a', 'socket[91] from the Socket-table Failed!']"
4623,12-17,20:24:06.187,2852,2852,D,HwCustMobileSignalControllerImpl,"sub =0,strMccMnc =null,hashMccMnc =[],strPlmn =hw_mcc_mnc",a20cc1e2,"sub =<*>,strMccMnc =null,hashMccMnc =[],strPlmn <*>","['0', '=hw_mcc_mnc']"
4624,12-18,07:58:59.433,633,31870,I,SDK     ,<2016-12-18 07:58:59> [WARN] SDK: UE-SeC 2016-12-18 7:58:59:432 Level[WARN] magic[3362781472 684]:PubEvt_Close Getting a socket[190] from the Socket-table Failed!,b29d6ea3,<<*><*><*> <*>:<*>:<*>> <*> SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> <*> magic[<*> <*> <*> <*> <*> <*> <*> <*> <*>,"['', '<2016-12-18 07', '58:59', '[WARN]', '', '2016-12-18 7', '58', '59:432 Level[WARN]', '3362781472', '684]:PubEvt_Close', 'Getting', 'a', 'socket[190] from the Socket-table Failed!']"
4625,12-18,10:46:10.333,1795,2750,I,HwLightsService,back light level before map = 6762,3f269dfa,back light level before map = <*>,['6762']
4626,12-18,14:23:11.053,2852,2852,I,StatusBar,"onNotificationPosted: StatusBarNotification(pkg=com.huawei.health user=UserHandle{0} id=10010 tag=null key=0|com.huawei.health|10010|null|10099: Notification(pri=0 contentView=null vibrate=null sound=null defaults=0x0 flags=0x62 color=0x00000000 vis=PRIVATE)) important=2, post=1482042191045, when=1481531589202, vis=0, userid=0",f6188414,"onNotificationPosted: StatusBarNotification(pkg=<*> user=UserHandle{<*>} id=<*> tag=null key=<*>|<*>|<*>|null|<*>: <*> contentView=null vibrate=null sound=null defaults=<*> flags=<*> color=<*> vis=PRIVATE)) important=<*>, post=<*>, when=<*>, vis=<*>, userid=<*>","['com.huawei.health', '0', '10010', '0', 'com.huawei.health|10010', '10099', 'Notification(pri=0', '0x0', '0x62', '0x00000000', '2', '1482042191045', '1481531589202', '0', '0']"
4627,12-18,08:17:31.882,2852,2852,D,HwCustMobileSignalControllerImpl,isCurrentBySim()=false,2701f85c,isCurrentBySim()=false,[]
4628,12-18,19:01:10.066,633,23964,I,SDK     ,"<2016-12-18 19:01:10> [NOTICE] SDK: UE-SeC 2016-12-18 19:1:10:66 Level[NOTICE] magic[2063141152 1065]:NetDetect: config outer network[byod-web.huawei.com] only, no necessary to detect",092e6ea9,<<*><*><*> <*>:<*>:<*>> <*> SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> <*> magic[<*> <*> <*> <*> <*> <*> <*> <*> <*> <*>,"['', '<2016-12-18 19', '01:10', '[NOTICE]', '', '2016-12-18 19', '1', '10:66 Level[NOTICE]', '2063141152', '1065]:NetDetect:', 'config', 'outer', 'network[byod-web.huawei.com] only, no necessary to detect']"
4629,12-18,11:20:45.648,2852,2852,I,HwSignalClusterView,setMobileDataIndicatorsHuawei subId:0 visible:true strengthIcon:2130839311 typeIcon:2130839157 contentDescription:手机信号满格。 typeContentDescription:4G isTypeIconWide:true showActivity:false activityIn:false activityOut:false isRoaming:false,186687fa,setMobileDataIndicatorsHuawei subId:<*> visible:true strengthIcon:<*> typeIcon:<*> <*> <*> <*> <*> <*> <*> isRoaming:false,"['0', '2130839311', '2130839157', 'contentDescription:手机信号满格。', 'typeContentDescription:4G', 'isTypeIconWide:true showActivity:false activityIn:false activityOut:false']"
4630,12-18,10:52:07.810,808,549,D,[HWCamera] HwAlgorithmicInformation,"setAlgoInfoFromDrv E  iso:50  exp_time:50  mean_y:32, gain:1.065292 settled:0",a9807fa3,"setAlgoInfoFromDrv E  iso:<*>  exp_time:<*>  mean_y:<*>, gain:<*>.<*> settled:<*>","['50', '50', '32', '1.065292', '0']"
4631,12-17,20:34:25.989,2852,2852,D,HwCustMobileSignalControllerImpl,"sub =0,strMccMnc =null,hashMccMnc =[],strPlmn =hw_hspap_show_4g",a20cc1e2,"sub =<*>,strMccMnc =null,hashMccMnc =[],strPlmn <*>","['0', '=hw_hspap_show_4g']"
4632,12-17,19:58:56.978,5215,5215,D,wpa_supplicant,EAP: EAP entering state IDENTITY,7820bb96,EAP: EAP entering state <*>,['IDENTITY']
4633,12-18,14:12:29.042,3858,4126,I,amsnl   ,csr,1f8c50db,csr,[]
4634,12-17,22:07:58.862,1795,1795,D,HwConnectivityService,wifi tethering: false,fd11b9b3,<*> tethering: false,['wifi']
4635,12-18,10:39:39.184,31456,31476,E,SQLiteDatabase,"android.database.sqlite.SQLiteCantOpenDatabaseException: unknown error (Sqlite code 14): Could not open database, (OS error - 13:Permission denied)",87a3cae6,"<*>: unknown error (Sqlite code <*>): Could not open database, (OS error - <*>:Permission denied)","['android.database.sqlite.SQLiteCantOpenDatabaseException', '14', '13']"
4636,12-17,20:37:50.480,24266,24266,V,chaunce ,org.iqiyi.video.vote.b.aux.a()<-1> : checkVoteShowTime-->1334324,a8b2cf2b,<*>()<-<*>> : <*>,"['org.iqiyi.video.vote.b.aux.a', '<-1>', 'checkVoteShowTime-->1334324']"
4637,12-18,10:45:58.143,1795,16501,I,ActivityManager_activity,"insertTaskAtTop, setTaskToReturnTo: fromHome=false,lastStackTop=TaskRecord{229cf9d #389 A=com.android.browser U=0 StackId=1 sz=1}, isHomeStack=true, topTask=TaskRecord{37babfb #297 A=com.huawei.android.launcher U=0 StackId=0 sz=1}, task=TaskRecord{37babfb #297 A=com.huawei.android.launcher U=0 StackId=0 sz=1}",d0c352c9,"insertTaskAtTop, setTaskToReturnTo: <*> #<*> A=<*> U=<*> StackId=<*> sz=<*>}, <*> topTask=TaskRecord{<*> #<*> A=<*> U=<*> StackId=<*> sz=<*>}, task=TaskRecord{<*> #<*> A=<*> U=<*> StackId=<*> sz=<*>}","['fromHome=false,lastStackTop=TaskRecord{229cf9d', '389', 'com.android.browser', '0', '1', '1', 'isHomeStack=true,', '37babfb', '297', 'com.huawei.android.launcher', '0', '0', '1', '37babfb', '297', 'com.huawei.android.launcher', '0', '0', '1']"
4638,12-18,19:49:58.900,633,31870,I,SDK     ,<2016-12-18 19:49:58> [WARN] SDK: UE-SeC 2016-12-18 19:49:58:900 Level[WARN] magic[3362781472 684]:PubEvt_Close Getting a socket[93] from the Socket-table Failed!,b29d6ea3,<<*><*><*> <*>:<*>:<*>> <*> SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> <*> magic[<*> <*> <*> <*> <*> <*> <*> <*> <*>,"['', '<2016-12-18 19', '49:58', '[WARN]', '', '2016-12-18 19', '49', '58:900 Level[WARN]', '3362781472', '684]:PubEvt_Close', 'Getting', 'a', 'socket[93] from the Socket-table Failed!']"
4639,12-18,19:49:57.788,606,2379,E,libteec ,send data return = 192,c7d11cb0,<*> <*> <*> = <*>,"['send', 'data return', '192']"
4640,12-18,09:32:46.205,2852,2852,I,TrafficPanelViewContent,onShowStatusChange show:false,a7dcc523,onShowStatusChange show:false,[]
4641,12-17,23:18:20.201,2852,2852,D,NetWorkUtils,mVSimCurCardType is -1,f14ebdce,mVSimCurCardType is -<*>,['1']
4642,12-18,19:49:14.762,24589,25498,I,CalendarSync,deInit mIsReceiverRegistered : true,7473ab30,deInit mIsReceiverRegistered : true,[]
4643,12-17,21:23:17.308,606,2379,E,libteec ,qsc_send_cmd finish,a072ad60,qsc_send_cmd finish,[]
4644,12-18,09:10:51.790,1795,3249,I,AlarmManager,set(PendingIntent{b9d8037: PendingIntentRecord{fbfdf7d android broadcastIntent}}) : type=0 triggerAtTime=1482023685617 win=0 tElapsed=492224343 maxElapsed=492224343 interval=0 flags=0x9,427dd9c6,set(PendingIntent{<*>: PendingIntentRecord{<*> android broadcastIntent}}) : type=<*> triggerAtTime=<*> win=<*> tElapsed=<*> maxElapsed=<*> interval=<*> flags=<*>,"['b9d8037', 'fbfdf7d', '0', '1482023685617', '0', '492224343', '492224343', '0', '0x9']"
4645,12-17,19:42:44.494,3168,3307,I,CHR_ChrCommonInfo,WIFI connected,9a653d6b,WIFI connected,[]
4646,12-17,21:26:10.705,2852,2852,I,NotificationGroupManager,onEntryUpdated:0|com.android.incallui|2|null|1001,a13c983e,onEntryUpdated:<*>|<*>|<*>|null|<*>,"['0', 'com.android.incallui|2', '1001']"
4647,12-18,18:41:02.211,1795,1806,I,PGManagerService,"proxyWakeLockByPidUid, pid: 31949, uid: 10102, proxy: false",c6bbc222,"proxyWakeLockByPidUid, pid: <*>, uid: <*>, proxy: <*>","['31949', '10102', 'false']"
4648,12-18,12:38:43.649,835,2385,E,libteec ,begin,8d589afa,begin,[]
4649,12-17,21:59:31.962,818,1086,E,iMonitor,dropped event (cpu0),c71014dd,dropped event (cpu0),[]
4650,12-18,14:14:12.284,25067,25098,D,AndroidCommon,[SdcardManager.isMounted]Mounted:/storage/emulated/0:true,14def3f5,[SdcardManager.isMounted]Mounted:<*>:true,['/storage/emulated/0']
