LineId,Month,Date,Time,User,Component,PID,Address,Content,EventId,EventTemplate,ParameterList
3733,Jul,3,16:07:40,authorMacBook-Pro,kernel,0,,ARPT: 682834.049709: wlc_dump_aggfifo:,9cf261a8,ARPT: <*> wlc_dump_aggfifo:,['682834.049709:']
3734,Jul,7,04:17:24,calvisitor-10-105-162-178,com.apple.cts,258,,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 493122 seconds.  Ignoring.",8c3389f0,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",[]
3735,Jul,4,07:10:46,calvisitor-10-105-162-105,kernel,0,,"ARPT: 699605.391661: wl0: setup_keepalive: interval 900, retry_interval 30, retry_count 10",a0672ef8,"ARPT: <*> wl0: setup_keepalive: interval <*> retry_interval 30, retry_count 10","['699605.391661:', '900,']"
3736,Jul,5,02:55:01,calvisitor-10-105-163-10,kernel,0,,Sandbox: com.apple.Addres(35755) deny(1) network-outbound /private/var/run/mDNSResponder,bb15d06c,Sandbox: <*> deny(1) <*> <*>,"['com.apple.Addres(35755)', 'network-outbound /private/var/run/mDNSResponder']"
3737,Jul,4,12:06:20,calvisitor-10-105-162-105,com.apple.xpc.launchd,1,com.apple.quicklook[34756],Endpoint has been activated through legacy launch(3) APIs. Please switch to XPC or bootstrap_check_in(): com.apple.quicklook,27669af0,Endpoint has been activated through legacy launch(3) APIs. Please switch to XPC or bootstrap_check_in(): <*>,['com.apple.quicklook']
3738,Jul,3,20:50:34,calvisitor-10-105-161-225,locationd,82,,"NETWORK: requery, 0, 0, 0, 0, 347, items, fQueryRetries, 0, fLastRetryTimestamp, 520832734.1",a12012c8,"NETWORK: requery, 0, 0, 0, 0, <*> items, fQueryRetries, <*> fLastRetryTimestamp, <*>","['347,', '0,', '520832734.1']"
3739,Jul,4,16:19:17,calvisitor-10-105-162-105,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,13635c18,<*> - <*> = <*>,"['AppleCamIn::systemWakeCall', 'messageType', '0xE0000340']"
3740,Jul,5,17:24:39,calvisitor-10-105-163-9,com.apple.AddressBook.InternetAccountsBridge,36255,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 2,fe0771c3,dnssd_clientstub ConnectToServer: connect()-> No of tries: <*>,['2']
3741,Jul,3,00:54:45,authorMacBook-Pro,syslogd,44,,ASL Sender Statistics,b5dd3697,ASL Sender Statistics,[]
3742,Jul,3,07:57:31,authorMacBook-Pro,kernel,0,,Previous sleep cause: 5,3da9e2dc,Previous <*> cause: <*>,"['sleep', '5']"
3743,Jul,1,11:48:41,calvisitor-10-105-160-95,kernel,0,,"ARPT: 626425.524928: wl0: setup_keepalive: interval 900, retry_interval 30, retry_count 10",a0672ef8,"ARPT: <*> wl0: setup_keepalive: interval <*> retry_interval 30, retry_count 10","['626425.524928:', '900,']"
3744,Jul,6,14:09:06,authorMacBook-Pro,sandboxd,129,[37022],com.apple.Addres(37022) deny network-outbound /private/var/run/mDNSResponder,19147422,<*> deny network-outbound /private/var/run/mDNSResponder,['com.apple.Addres(37022)']
3745,Jul,6,03:53:08,calvisitor-10-105-160-37,blued,85,,Error: [AppleBluetoothHIDDeviceGen2][_setEventService:]Couldn't copy BD_ADDR,0c1adb93,Error: [AppleBluetoothHIDDeviceGen2][_setEventService:]Couldn't copy BD_ADDR,[]
3746,Jul,6,14:15:59,authorMacBook-Pro,corecaptured,37027,,CCFile::captureLog,4a019d20,CCFile::captureLog,[]
3747,Jul,5,14:04:33,authorMacBook-Pro,kernel,0,,ARPT: 724800.031399: framerdy 0x0 bmccmd 3 framecnt 1024,91ae3b89,ARPT: <*> framerdy 0x0 bmccmd <*> framecnt 1024,"['724800.031399:', '3']"
3748,Jul,8,06:26:32,calvisitor-10-105-162-124,ksfetch,39160,,2017-07-08 06:26:32.220 ksfetch[39160/0x7fff79824000] [lvl=2] main() Setting up download file handles...,9d1238ae,<*> <*> <*> [lvl=2] main() Setting up download file handles...,"['2017-07-08', '06:26:32.220 ksfetch[39160/0x7fff79824000]']"
3749,Jul,6,14:07:50,authorMacBook-Pro,QQ,10018,,tcp_connection_handle_connect_conditions_bad 24147 failed: 3 - No network route,54c05f44,tcp_connection_handle_connect_conditions_bad <*> failed: 3 - No network route,['24147']
3750,Jul,7,21:17:44,calvisitor-10-105-160-85,CalendarAgent,279,,[com.apple.calendar.store.log.caldav.coredav] [Refusing to parse response to PROPPATCH because of content-type: [text/html; charset=UTF-8].],d8e2131a,[<*>] [Refusing to parse response to PROPPATCH because of content-type: [text/html; charset=UTF-8].],['com.apple.calendar.store.log.caldav.coredav']
3751,Jul,5,20:03:15,calvisitor-10-105-160-210,kernel,0,,ARPT: 728670.598673: wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.,99b87c94,ARPT: <*> wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.,['728670.598673:']
3752,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00980026': four character codes must be four characters long.,3a1142a3,Cocoa scripting error for <*> four character codes must be four characters long.,"[""'0x00980026':""]"
3753,Jul,4,06:39:29,calvisitor-10-105-162-105,com.apple.CDScheduler,43,,Thermal pressure state: 1 Memory pressure state: 0,b7aaf5db,Thermal pressure state: <*> Memory pressure state: 0,['1']
3754,Jul,5,21:48:33,calvisitor-10-105-162-81,BezelServices 255.10,94,,ASSERTION FAILED: dvcAddrRef != ((void *)0) -[DriverServices getDeviceAddress:] line: 2789,83801e0d,ASSERTION FAILED: dvcAddrRef != ((void *)0) -[DriverServices getDeviceAddress:] line: 2789,[]
3755,Jul,3,00:55:11,authorMacBook-Pro,kernel,0,,ARPT: 671855.775637: wl0: MDNS: IPV4 Addr: 10.142.110.44,703d433b,ARPT: <*> wl0: <*> <*> <*> <*>,"['671855.775637:', 'MDNS:', 'IPV4 Addr: 10.142.110.44']"
3756,Jul,7,21:25:12,calvisitor-10-105-160-85,Safari,9852,,KeychainGetICDPStatus: status: off,7a123c93,KeychainGetICDPStatus: status: off,[]
3757,Jul,3,12:36:08,authorMacBook-Pro,networkd,195,,-[NETClientConnection evaluateCrazyIvan46] CI46 - Perform CrazyIvan46! QQ.10018 tc20714 184.105.67.74:443,8b905e1d,-[NETClientConnection evaluateCrazyIvan46] CI46 - Perform CrazyIvan46! <*> <*> <*>,"['QQ.10018', 'tc20714 184.105.67.74:443']"
3758,Jul,5,15:55:37,authorMacBook-Pro,QQ,10018,,tcp_connection_handle_connect_conditions_bad 23092 failed: 3 - No network route,54c05f44,tcp_connection_handle_connect_conditions_bad <*> failed: 3 - No network route,['23092']
3759,Jul,5,16:47:09,airbears2-10-142-108-38,com.apple.WebKit.WebContent,36188,,[16:47:09.913] FigFileForkOpenMainByCFURL signalled err=35 (errno) (open failed) at /Library/Caches/com.apple.xbs/Sources/CoreMedia_frameworks/CoreMedia-1731.15.207/Sources/Platform/Darwin/DarwinFile.c line 456,8a0e18ac,<*> FigFileForkOpenMainByCFURL signalled err=35 (errno) (open failed) at /Library/Caches/<*>/Sources/CoreMedia_frameworks/<*>/Sources/Platform/Darwin/DarwinFile.c line 456,"['[16:47:09.913]', 'com.apple.xbs', 'CoreMedia-1731.15.207']"
3760,Jul,3,17:11:12,calvisitor-10-105-160-184,kernel,0,,"ARPT: 683324.869029: wl0: setup_keepalive: Local port: 55598, Remote port: 443",a91f5e42,ARPT: <*> wl0: setup_keepalive: Local port: <*> Remote port: <*>,"['683324.869029:', '55598,', '443']"
3761,Jul,4,23:50:57,calvisitor-10-105-162-105,QuickLookSatellite,35448,,"[23:50:57.517] <<< FFR_Common >>> FigFormatReaderCreateForStreamReturningMatchingContainerLabelType: *** Could not find format reader for URL ""file:///Users/xpc/Desktop/%5BKamigami%5D%20Sword%20Art%20Online%20%5BBDrip%201920x1080%20x264%20FLAC%20MKV%20Sub(Chs,Jap)%5D/%5BKamigami%5D%20Sword%20Art%20Online%20-%2002%20%5BBDrip%201920x1080%20x264%20FLAC%5D.mkv"" path ""/Users/xpc/Desktop/[Kamigami] Sword Art Online [BDrip 1920x1080 x264 FLAC MKV Sub(Chs,Jap)]/[Kamigami] Sword Art Online - 02 [BDrip 1920x1080 x264 FLAC].mkv"" extension ""mkv"" FileType '' MIMETYPE ""(null)"" SuggFileName ""(null)"" SuggNameExtension ""(null)""",cfc82187,"[23:50:57.517] <<< FFR_Common >>> FigFormatReaderCreateForStreamReturningMatchingContainerLabelType: *** Could not find format reader for URL ""file:///Users/xpc/Desktop/%5BKamigami%5D%20Sword%20Art%20Online%20%5BBDrip%201920x1080%20x264%20FLAC%20MKV%20Sub(Chs,Jap)%5D/%5BKamigami%5D%20Sword%20Art%20Online%20-%2002%20%5BBDrip%201920x1080%20x264%20FLAC%5D.mkv"" path ""/Users/xpc/Desktop/[Kamigami] Sword Art Online [BDrip 1920x1080 x264 FLAC MKV Sub(Chs,Jap)]/[Kamigami] Sword Art Online - 02 [BDrip 1920x1080 x264 FLAC].mkv"" extension ""mkv"" FileType '' MIMETYPE ""(null)"" SuggFileName ""(null)"" SuggNameExtension ""(null)""",[]
3762,Jul,5,10:48:06,calvisitor-10-105-160-179,iconservicesagent,328,,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: 0x7f9950608cf0>.,b7844740,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: <*>,['0x7f9950608cf0>.']
3763,Jul,5,16:12:49,authorMacBook-Pro,kernel,0,,BuildActDeviceEntry enter,79cb7316,BuildActDeviceEntry <*>,['enter']
3764,Jul,7,18:09:40,authorMacBook-Pro,kernel,0,,"USBMSC Identifier (non-unique): 000000000820 0x5ac 0x8406 0x820, 3",1bf3d457,"USBMSC Identifier (non-unique): 000000000820 0x5ac 0x8406 0x820, 3",[]
3765,Jul,4,19:43:54,calvisitor-10-105-162-105,com.apple.cts,258,,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 142353 seconds.  Ignoring.",8c3389f0,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",[]
3766,Jul,4,16:31:28,calvisitor-10-105-162-105,kernel,0,,RTC: PowerByCalendarDate setting ignored,c5de5950,RTC: PowerByCalendarDate setting ignored,[]
3767,Jul,5,20:44:17,calvisitor-10-105-160-210,blued,85,,[BluetoothHIDDeviceController] EventServiceConnectedCallback,9815ad44,[BluetoothHIDDeviceController] <*>,['EventServiceConnectedCallback']
3768,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02470027': four character codes must be four characters long.,3a1142a3,Cocoa scripting error for <*> four character codes must be four characters long.,"[""'0x02470027':""]"
3769,Jul,2,17:28:39,calvisitor-10-105-163-202,locationd,82,,"NETWORK: requery, 0, 0, 0, 0, 251, items, fQueryRetries, 0, fLastRetryTimestamp, 520734202.8",a12012c8,"NETWORK: requery, 0, 0, 0, 0, <*> items, fQueryRetries, <*> fLastRetryTimestamp, <*>","['251,', '0,', '520734202.8']"
3770,Jul,3,19:04:52,calvisitor-10-105-162-32,corecaptured,33660,,"CCFile::copyFile fileName is [2017-07-03_19,04,52.274397]-CCIOReporter-013.xml, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[2017-07-03_19,04,52.274397]-CCIOReporter-013.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_19,04,52.357397]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-03_19,04,52.274397]-CCIOReporter-013.xml",b8b74f3f,CCFile::copyFile fileName is <*> source <*> dest <*>,"['[2017-07-03_19,04,52.274397]-CCIOReporter-013.xml,', 'path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[2017-07-03_19,04,52.274397]-CCIOReporter-013.xml,', 'path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_19,04,52.357397]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-03_19,04,52.274397]-CCIOReporter-013.xml']"
3771,Jul,3,22:36:41,airbears2-10-142-110-255,locationd,82,,"NETWORK: requery, 0, 0, 0, 0, 341, items, fQueryRetries, 0, fLastRetryTimestamp, 520839103.5",a12012c8,"NETWORK: requery, 0, 0, 0, 0, <*> items, fQueryRetries, <*> fLastRetryTimestamp, <*>","['341,', '0,', '520839103.5']"
3772,Jul,7,01:34:07,calvisitor-10-105-162-178,secd,276,,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}",61cb43e6,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=<*> Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}",['com.apple.security.sos.error']
3773,Jul,7,19:35:05,calvisitor-10-105-160-85,kernel,0,,AppleThunderboltNHIType2::prePCIWake - power up complete - took 1 us,04f0e432,AppleThunderboltNHIType2::prePCIWake - power up complete - took <*> us,['1']
3774,Jul,1,09:41:58,calvisitor-10-105-160-95,secd,276,,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}",61cb43e6,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=<*> Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}",['com.apple.security.sos.error']
3775,Jul,3,13:50:10,authorMacBook-Pro,locationd,82,,"NETWORK: no response from server, reachability, 2, queryRetries, 1",1b3b24d2,"NETWORK: no response from server, reachability, 2, queryRetries, <*>",['1']
3776,Jul,4,02:38:06,airbears2-10-142-110-255,kernel,0,,Sandbox: com.apple.Addres(34225) deny(1) network-outbound /private/var/run/mDNSResponder,bb15d06c,Sandbox: <*> deny(1) <*> <*>,"['com.apple.Addres(34225)', 'network-outbound /private/var/run/mDNSResponder']"
3777,Jul,1,09:20:59,calvisitor-10-105-160-95,kernel,0,,"ARPT: 620995.172079: wl0: setup_keepalive: Seq: 1603768438, Ack: 849011450, Win size: 4096",33b587ef,ARPT: <*> wl0: setup_keepalive: Seq: <*> Ack: <*> Win size: 4096,"['620995.172079:', '1603768438,', '849011450,']"
3778,Jul,2,13:56:23,calvisitor-10-105-163-202,CommCenter,263,,Telling CSI to exit low power.,7fac0d01,Telling CSI to <*> low power.,['exit']
3779,Jul,1,19:43:22,calvisitor-10-105-160-95,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,13635c18,<*> - <*> = <*>,"['AppleCamIn::systemWakeCall', 'messageType', '0xE0000340']"
3780,Jul,4,21:21:16,calvisitor-10-105-162-105,kernel,0,,AppleCamIn::handleWakeEvent_gated,5d3b8c8e,AppleCamIn::handleWakeEvent_gated,[]
3781,Jul,4,07:39:57,calvisitor-10-105-162-105,kernel,0,,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 11 unplug = 0,fea8a7f7,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = <*> unplug = 0,"['<0>', '11']"
3782,Jul,4,03:01:56,airbears2-10-142-110-255,kernel,0,,AppleThunderboltGenericHAL::earlyWake - complete - took 0 milliseconds,a5714044,AppleThunderboltGenericHAL::earlyWake - complete - took <*> milliseconds,['0']
3783,Jul,5,20:04:09,calvisitor-10-105-160-210,kernel,0,,"ARPT: 728726.843869: wl0: setup_keepalive: interval 900, retry_interval 30, retry_count 10",a0672ef8,"ARPT: <*> wl0: setup_keepalive: interval <*> retry_interval 30, retry_count 10","['728726.843869:', '900,']"
3784,Jul,2,18:37:45,calvisitor-10-105-163-202,com.apple.cts,258,,"com.apple.suggestions.harvest: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 6108 seconds.  Ignoring.",8c3389f0,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",[]
3785,Jul,5,00:45:54,calvisitor-10-105-163-10,com.apple.WebKit.WebContent,35671,,[00:45:54.163] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,d8cfefd6,<*> <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,['[00:45:54.163]']
3786,Jul,3,13:54:16,calvisitor-10-105-160-237,sharingd,30299,,13:54:16.169 : Scanning mode Contacts Only,cc50f92a,<*> : Scanning mode Contacts Only,['13:54:16.169']
3787,Jul,6,14:16:59,calvisitor-10-105-162-178,QQ,10018,,2017/07/06 14:16:59.231 | I | VoipWrapper  | DAVEngineImpl.cpp:1400:Close             | close video chat. llFriendUIN = 1742124257.,e3d70e64,<*> <*> | I | VoipWrapper | DAVEngineImpl.cpp:1400:Close | close video chat. llFriendUIN = <*>,[]
3788,Jul,4,06:39:39,calvisitor-10-105-162-105,com.apple.cts,258,,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 189408 seconds.  Ignoring.",8c3389f0,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",[]
3789,Jul,6,19:05:18,calvisitor-10-105-162-178,kernel,0,,"ARPT: 744467.197783: wl0: setup_keepalive: Local port: 56100, Remote port: 443",a91f5e42,ARPT: <*> wl0: setup_keepalive: Local port: <*> Remote port: <*>,"['744467.197783:', '56100,', '443']"
3790,Jul,1,09:02:36,calvisitor-10-105-160-95,com.apple.cts,258,,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1030 seconds.  Ignoring.",8c3389f0,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",[]
3791,Jul,7,00:02:05,calvisitor-10-105-162-178,kernel,0,,Sandbox: SpotlightNetHelp(352) deny(1) ipc-posix-shm-read-data CFPBS:186A7:,bb15d06c,Sandbox: <*> deny(1) <*> <*>,"['SpotlightNetHelp(352)', 'ipc-posix-shm-read-data CFPBS:186A7:']"
3792,Jul,4,09:56:08,calvisitor-10-105-162-105,com.apple.cts,258,,"com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 11343 seconds.  Ignoring.",8c3389f0,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",[]
3793,Jul,5,16:12:51,authorMacBook-Pro,QQ,10018,,tcp_connection_handle_connect_conditions_bad 23190 failed: 3 - No network route,54c05f44,tcp_connection_handle_connect_conditions_bad <*> failed: 3 - No network route,['23190']
3794,Jul,5,00:20:11,authorMacBook-Pro,com.apple.WebKit.WebContent,35435,,[00:20:11.786] (Fig) signalled err=-1001,a2f00a21,<*> (Fig) signalled <*>,"['[00:20:11.786]', 'err=-1001']"
3795,Jul,4,08:07:12,calvisitor-10-105-162-105,com.apple.cts,258,,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 184155 seconds.  Ignoring.",8c3389f0,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",[]
3796,Jul,5,22:29:03,calvisitor-10-105-161-231,kernel,0,,AirPort: Link Down on en0. Reason 8 (Disassociated because station leaving).,6c59fc08,AirPort: Link Down on en0. Reason <*> (Disassociated <*> <*> <*>,"['8', 'because', 'station leaving).']"
3797,Jul,5,16:57:58,airbears2-10-142-108-38,locationd,82,,Location icon should now be in state 'Active',3813df52,Location icon should now be in state <*>,"[""'Active'""]"
3798,Jul,3,20:32:16,calvisitor-10-105-161-225,com.apple.WebKit.WebContent,32778,,[20:32:16.226] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,d8cfefd6,<*> <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,['[20:32:16.226]']
3799,Jul,5,19:00:36,authorMacBook-Pro,corecaptured,36291,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-05_19,00,36.000330]-io80211Family-003.pcapng, Current File [2017-07-05_19,00,36.000330]-io80211Family-003.pcapng",f1885a0f,CCFile::captureLogRun Skipping current file Dir file <*> Current File <*>,"['[2017-07-05_19,00,36.000330]-io80211Family-003.pcapng,', '[2017-07-05_19,00,36.000330]-io80211Family-003.pcapng']"
3800,Jul,3,09:45:48,authorMacBook-Pro,kernel,0,,"ARPT: 673564.129988: wl0: setup_keepalive: interval 258, retry_interval 30, retry_count 10",a0672ef8,"ARPT: <*> wl0: setup_keepalive: interval <*> retry_interval 30, retry_count 10","['673564.129988:', '258,']"
3801,Jul,5,23:50:09,calvisitor-10-105-160-22,kernel,0,,Previous shutdown cause: 3,3da9e2dc,Previous <*> cause: <*>,"['shutdown', '3']"
3802,Jul,5,20:16:55,calvisitor-10-105-160-210,kernel,0,,[HID] [ATC] [Error] AppleDeviceManagementHIDEventService::start Could not make a string from out connection notification key,b0ae159c,[HID] [ATC] [Error] AppleDeviceManagementHIDEventService::start Could not make a string from out <*> notification key,['connection']
3803,Jul,5,16:58:24,airbears2-10-142-108-38,identityservicesd,272,,<IMMacNotificationCenterManager: 0x7ff1b2e00ba0>:   DND Enabled: YES,90685372,<IMMacNotificationCenterManager: <*> <*> <*> <*>,"['0x7ff1b2e00ba0>:', '  DND Enabled: YES']"
3804,Jul,2,20:15:26,calvisitor-10-105-163-202,kernel,0,,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 11 unplug = 0,fea8a7f7,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = <*> unplug = 0,"['<0>', '11']"
3805,Jul,7,16:24:09,calvisitor-10-105-161-77,kernel,0,,AppleThunderboltGenericHAL::earlyWake - complete - took 0 milliseconds,a5714044,AppleThunderboltGenericHAL::earlyWake - complete - took <*> milliseconds,['0']
3806,Jul,4,08:20:55,authorMacBook-Pro,UserEventAgent,43,,Captive: CNPluginHandler en0: Authenticated,832283b9,Captive: CNPluginHandler en0: <*>,['Authenticated']
3807,Jul,6,09:32:33,calvisitor-10-105-163-253,Mail,11203,,childFrame with no value: <_SOAPParserFrame: 0x7fbb38ef3ae0> EWSMailboxTypeTypeDefinition:__NSCFString (Inlined Arrays: (null)),3b46cd55,childFrame with no value: <_SOAPParserFrame: <*> EWSMailboxTypeTypeDefinition:__NSCFString (Inlined Arrays: (null)),['0x7fbb38ef3ae0>']
3808,Jul,7,12:23:12,authorMacBook-Pro,com.apple.WebKit.WebContent,25654,,[12:23:12.552] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,0f0c2047,<*> <<<< CRABS >>>> crabsFlumeHostUnavailable: <*> Byte flume reports host unavailable.,"['[12:23:12.552]', '[0x7f961cf08cf0]']"
3809,Jul,3,12:55:29,calvisitor-10-105-160-237,kernel,0,,ARPT: 681320.571719: wl0: MDNS: IPV6 Addr: fe80:0:0:0:c6b3:1ff:fecd:467f,55561498,ARPT: <*> wl0: MDNS: IPV6 Addr: <*>,"['681320.571719:', 'fe80:0:0:0:c6b3:1ff:fecd:467f']"
3810,Jul,2,02:18:39,calvisitor-10-105-163-202,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,13635c18,<*> - <*> = <*>,"['AppleCamIn::systemWakeCall', 'messageType', '0xE0000340']"
3811,Jul,5,10:31:18,calvisitor-10-105-163-10,kernel,0,,IOBluetoothUSBDFU::probe avoid Bluetooth automatic firmware update because USB Bluetooth active,34f6cd94,IOBluetoothUSBDFU::probe avoid Bluetooth automatic firmware update because USB Bluetooth active,[]
3812,Jul,7,13:42:34,authorMacBook-Pro,kernel,0,,ARPT: 770791.408966: AQM agg params 0xfc0 maxlen hi/lo 0x0 0xffff minlen 0x0 adjlen 0x0,917783b9,ARPT: <*> AQM agg params 0xfc0 maxlen hi/lo 0x0 0xffff minlen 0x0 adjlen 0x0,['770791.408966:']
3813,Jul,6,14:15:59,authorMacBook-Pro,kernel,0,,AirPort: Link Up on en0,de1b8e5e,AirPort: Link Up on <*>,['en0']
3814,Jul,3,02:07:59,authorMacBook-Pro,kernel,0,,hibernate_setup(0) took 33954 ms,2bd47c8f,<*> took <*> ms,"['hibernate_setup(0)', '33954']"
3815,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02dc0000': four character codes must be four characters long.,3a1142a3,Cocoa scripting error for <*> four character codes must be four characters long.,"[""'0x02dc0000':""]"
3816,Jul,6,04:33:35,authorMacBook-Pro,networkd,195,,__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! QQ.10018 tc23702 119.81.102.227:80,086cf4fa,__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! <*> <*> <*>,"['QQ.10018', 'tc23702 119.81.102.227:80']"
3817,Jul,4,20:54:55,calvisitor-10-105-162-105,com.apple.cts,258,,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 138092 seconds.  Ignoring.",8c3389f0,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",[]
3818,Jul,3,12:31:34,authorMacBook-Pro,com.apple.AddressBook.InternetAccountsBridge,33341,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 2,fe0771c3,dnssd_clientstub ConnectToServer: connect()-> No of tries: <*>,['2']
3819,Jul,4,23:27:43,calvisitor-10-105-162-105,GoogleSoftwareUpdateAgent,35425,,2017-07-04 23:27:43.013 GoogleSoftwareUpdateAgent[35425/0x7000002a0000] [lvl=2] -[KSUpdateEngine(PrivateMethods) updateFinish] KSUpdateEngine update processing complete.,f70e801f,<*> <*> <*> [lvl=2] -[KSUpdateEngine(PrivateMethods) updateFinish] KSUpdateEngine update processing complete.,"['2017-07-04', '23:27:43.013 GoogleSoftwareUpdateAgent[35425/0x7000002a0000]']"
3820,Jul,7,19:36:02,calvisitor-10-105-160-85,com.apple.cts,258,,"com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 62949 seconds.  Ignoring.",8c3389f0,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",[]
3821,Jul,4,11:28:39,authorMacBook-Pro,networkd,195,,-[NETClientConnection effectiveBundleID] using process name apsd as bundle ID (this is expected for daemons without bundle ID,9a054d77,-[NETClientConnection effectiveBundleID] using process name <*> as bundle ID (this is expected for daemons without bundle ID,['apsd']
3822,Jul,1,09:45:56,calvisitor-10-105-160-95,com.apple.cts,258,,"com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 11955 seconds.  Ignoring.",8c3389f0,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",[]
3823,Jul,7,17:36:37,calvisitor-10-105-160-85,secd,276,,"securityd_xpc_dictionary_handler cloudd[326] copy_matching Error Domain=NSOSStatusErrorDomain Code=-50 ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}",48b41a73,"securityd_xpc_dictionary_handler cloudd[326] copy_matching Error Domain=NSOSStatusErrorDomain Code=-50 ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}",[]
