EventId,EventTemplate,Occurrences
28a8b37d,Metadata.framework [Error] void _MDItemMarkAsUsedForPath(CFStringRef) was called with a NULL path,1
96699f63,00 03 06.244 Finished generating hashes,1
a520d75d,<INFO> RQD Persist userinfo data with count 0,2
3a4fef5a,hibernate_machine_init pagesDone 455920 sum2 81cafc41 time 185 ms disk(0x20000) 847 Mb/s comp bytes 47288320 time 32 ms 1369 Mb/s crypt bytes 158441472 time 38 ms 3973 Mb/s,1
305aeaf0,CCFile copyFile fileName is [2017-07-02_13 12 09.723345]-CCIOReporter-003.xml source path /var/log/CoreCapture/<*>/OneStats//[2017-07-02_13 12 09.723345]-CCIOReporter-003.xml dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-02_13 13 23.887893] AssocFail sts 5_rsn 0/OneStats//[2017-07-02_13 12 09.723345]-CCIOReporter-003.xml,1
ba5246a9,Page bounds {{0 0} {400 400}},3
c79c7a8a,CCFile copyFile fileName is [2017-07-02_13 01 38.467942]-AirPortBrcm4360_Logs-003.txt source path /var/log/CoreCapture/<*>/DriverLogs//[2017-07-02_13 01 38.467942]-AirPortBrcm4360_Logs-003.txt dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-02_13 01 37.343593] AuthFail sts 5_rsn 0/DriverLogs//[2017-07-02_13 01 38.467942]-AirPortBrcm4360_Logs-003.txt,1
7ded2567,05 <*> <*> BTLE scanning stopped,2
8108ce29,en0 BSSID changed to 00 00 00 00 00 00,1
7a860ace,FA||Url||taskID[2019353540] dealloc,1
e75f5cb7,20 38 12.107 BTLE scanner Powered On,1
d5a7abfd,(DiskStore.Normal 2382) c001 1.000023,1
35c69372,FA||Url||taskID[2019353625] dealloc,1
aaccd80c,FA||Url||taskID[2019353067] dealloc,1
017b01ef,20 <*> <*> ERROR >aq> 3177 AQBuffer * <*> has enqueue count of 1,2
dfb5789b,FA||Url||taskID[2019353492] dealloc,1
841b046a,FA||Url||taskID[2019353216] dealloc,1
82a56f9f,FA||Url||taskID[2019353828] dealloc,1
2a214a39,2017-07-04 09 43 01.171 ksfetch[34606/0x7fff79824000] [lvl 2] main() ksfetch done fetching.,1
dce388d4,09 <*> <*> BTLE scanner Powered On,3
e9688048,handle_will_sleep_auth_and_shield_windows Deferring.,4
7437464a,"[CardDAVPlugin-ERROR] -_handleAddsOrModifies https //xpcben%40gmail.com@<*>/carddav/v1/principals/xpcben%40gmail.com/lists/default/ Error Domain NSURLErrorDomain Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSUnderlyingError 0x7fa1dc509290 {Error Domain kCFErrorDomainCFNetwork Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSErrorFailingURLStringKey https //xpcben%40gmail.com@<*>/carddav/v1/principals/xpcben%40gmail.com/lists/default/ NSErrorFailingURLKey https //xpcben%40gmail.com@<*>/carddav/v1/principals/xpcben%40gmail.com/lists/default/ _kCFStreamErrorCodeKey 57 _kCFStreamErrorDomainKey 1 NSLocalizedDescription The Internet connection appears to be offline.}} NSErrorFailingURLStringKey https //xpcben%40gmail.com@<*>/carddav/v1/principals/xpcben%40gmail.com/lists/default/ NSErrorFailingURLKey https //xpcben%40gmail.com@<*>/carddav/v1/principals/xpcben%40gmail.com/lists/default/ _kCFStreamErrorDomainKey 1 _kCFStreamErrorCodeKey 57 NSLocalizedDescription The Internet connection appears to be offline.}",1
d7042072,RTC Maintenance 2017/7/5 03 09 57 sleep 2017/7/5 02 57 36,1
b9d16f75,FA||Url||taskID[2019353680] dealloc,1
e232b73f,Surface testing disallowed updates for 10 sequential attempts...,2
00c4fb97,FA||Url||taskID[2019353518] dealloc,1
455e216b,CCFile copyFile fileName is [2017-07-07_12 24 <*> source path <*> 24 <*> dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-07_12 24 <*> AuthFail sts 5_rsn <*> 24 <*>,2
f513d77c,storeaccountd(345) deny file-write-create /Users/xpc/Library/Caches/<*>,1
e2375fd2,"PBRequester failed with Error Error Domain NSURLErrorDomain Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSUnderlyingError 0x7fb7ed65dd70 {Error Domain kCFErrorDomainCFNetwork Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSErrorFailingURLStringKey https //<*>/clls/wloc NSErrorFailingURLKey https //<*>/clls/wloc _kCFStreamErrorCodeKey 8 _kCFStreamErrorDomainKey 12 NSLocalizedDescription The Internet connection appears to be offline.}} NSErrorFailingURLStringKey https //<*>/clls/wloc NSErrorFailingURLKey https //<*>/clls/wloc _kCFStreamErrorDomainKey 12 _kCFStreamErrorCodeKey 8 NSLocalizedDescription The Internet connection appears to be offline.}",1
cadfdc49,<*> <*> <*> <*> <*> [lvl 2] -[KSPrefetchAction performAction] KSPrefetchAction no updates to prefetch.,2
f1b99220,tcp_connection_destination_perform_socket_connect 25132 connectx to <*> 80@0 failed [49] Can't assign requested address,1
bbc825ec,2017-07-04 09 42 57.976 GoogleSoftwareUpdateAgent[34603/0x700000323000] [lvl 2] -[KSUpdateCheckAction performAction] KSUpdateCheckAction running KSServerUpdateRequest <KSOmahaServerUpdateRequest 0x100536fe0,1
78f3f287,CCFile copyFile fileName is [2017-07-05_16 05 05.109022]-AirPortBrcm4360_Logs-008.txt source path /var/log/CoreCapture/<*>/DriverLogs//[2017-07-05_16 05 05.109022]-AirPortBrcm4360_Logs-008.txt dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-05_16 06 03.492254] RoamFail sts 1_rsn 1/DriverLogs//[2017-07-05_16 05 05.109022]-AirPortBrcm4360_Logs-008.txt,1
b0d77a2a,"PBRequester failed with Error Error Domain NSURLErrorDomain Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSUnderlyingError 0x7fe1336685c0 {Error Domain kCFErrorDomainCFNetwork Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSErrorFailingURLStringKey https //<*>/dispatcher.arpc NSErrorFailingURLKey https //<*>/dispatcher.arpc _kCFStreamErrorCodeKey 8 _kCFStreamErrorDomainKey 12 NSLocalizedDescription The Internet connection appears to be offline.}} NSErrorFailingURLStringKey https //<*>/dispatcher.arpc NSErrorFailingURLKey https //<*>/dispatcher.arpc _kCFStreamErrorDomainKey 12 _kCFStreamErrorCodeKey 8 NSLocalizedDescription The Internet connection appears to be offline.}",1
184ad157,"[CardDAVPlugin-ERROR] Exception caught while running sync with server Error Domain CoreDAVErrorDomain Code 1 ""(null)""",1
4f62ef08,SecTaskLoadEntitlements failed error 3,1
1fc0059e,FA||Url||taskID[2019353463] dealloc,1
3d88db85,-deviceDeltaY is deprecated for NSScrollWheel. Please use -scrollingDeltaY.,1
e091ba24,RTC Maintenance 2017/7/1 21 52 00 sleep 2017/7/1 21 39 51,1
c093bd01,2017-07-04 09 42 58.135 GoogleSoftwareUpdateAgent[34603/0x700000323000] [lvl 2] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg ] About to run checks for any other apps.,1
7c63adbc,FA||Url||taskID[2019353057] dealloc,1
18ffac97,CCFile copyFile fileName is [2017-07-06_12 <*> <*> source path /var/log/CoreCapture/<*>/IO80211AWDLPeerManager//[2017-07-06_12 <*> <*> dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-06_12 <*> <*> AuthFail sts 5_rsn 0/IO80211AWDLPeerManager//[2017-07-06_12 <*>,2
155d2ea9,CCFile copyFile fileName is [2017-07-07_13 38 24.371339]-CCIOReporter-019.xml source path /var/log/CoreCapture/<*>/OneStats//[2017-07-07_13 38 24.371339]-CCIOReporter-019.xml dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-07_13 38 24.812426] AssocFail sts 2_rsn 0/OneStats//[2017-07-07_13 38 24.371339]-CCIOReporter-019.xml,1
c4ed7985,DB Query select * from tb_c2cMsg_2909288299 where flag 1 and type ! 109 and bubbleid > 0 order by time desc msgRelatedFlag asc msgId desc limit 1,2
ddc2b3e9,FA||Url||taskID[2019353032] dealloc,1
b84d4af9,02 43 59.096 BTLE scanner Powered On,1
5be01aee,FA||Url||taskID[2019353702] dealloc,1
fc3c73eb,CCFile copyFile fileName is [2017-07-02_22 24 <*> source path /var/log/CoreCapture/<*>/IO80211AWDLPeerManager//[2017-07-02_22 24 <*> dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-02_22 24 <*> AuthFail sts <*> 0/IO80211AWDLPeerManager//[2017-07-02_22 24 <*>,3
53322f95,"PBRequester failed with Error Error Domain NSURLErrorDomain Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSUnderlyingError 0x7fb7eb51cfc0 {Error Domain kCFErrorDomainCFNetwork Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSErrorFailingURLStringKey https //<*>/clls/wloc NSErrorFailingURLKey https //<*>/clls/wloc _kCFStreamErrorCodeKey 8 _kCFStreamErrorDomainKey 12 NSLocalizedDescription The Internet connection appears to be offline.}} NSErrorFailingURLStringKey https //<*>/clls/wloc NSErrorFailingURLKey https //<*>/clls/wloc _kCFStreamErrorDomainKey 12 _kCFStreamErrorCodeKey 8 NSLocalizedDescription The Internet connection appears to be offline.}",1
48676940,03 <*> <*> Scanning mode Contacts Only,3
51c1d524,2017-07-02 06 06 46.795193 PM [AirPlayUIAgent] BecomingInactive NSWorkspaceWillSleepNotification,1
d85872df,"[CardDAVPlugin-ERROR] -getPrincipalInfo [_controller principalPropertiesAtURL https //xpcben%40gmail.com@<*>/carddav/v1/principals/xpcben%40gmail.com/] Error Domain NSURLErrorDomain Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSUnderlyingError 0x7f9d23433f30 {Error Domain kCFErrorDomainCFNetwork Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSErrorFailingURLStringKey https //xpcben%40gmail.com@<*>/carddav/v1/principals/xpcben%40gmail.com/ NSErrorFailingURLKey https //xpcben%40gmail.com@<*>/carddav/v1/principals/xpcben%40gmail.com/ _kCFStreamErrorCodeKey 8 _kCFStreamErrorDomainKey 12 NSLocalizedDescription The Internet connection appears to be offline.}} NSErrorFailingURLStringKey https //xpcben%40gmail.com@<*>/carddav/v1/principals/xpcben%40gmail.com/ NSErrorFailingURLKey https //xpcben%40gmail.com@<*>/carddav/v1/principals/xpcben%40gmail.com/ _kCFStreamErrorDomainKey 12 _kCFStreamErrorCodeKey 8 NSLocalizedDescription The Internet connection appears to be offline.}",1
9bb18220,2017-07-02 20 50 47.640 GoogleSoftwareUpdateAgent[32775/0x7000002a0000] [lvl 2] -[KSAgentApp performSelfUpdateWithEngine ] Finished self update check.,1
6abb505e,FA||Url||taskID[2019353555] dealloc,1
cca6351e,2017<NASCII>7<NASCII>5<NASCII> <NASCII> <NASCII> <NASCII>5 39 10,1
628e7675,19 <*> <*> BTLE scanner Powered On,3
611bbe7d,"[CardDAVPlugin-ERROR] -getPrincipalInfo [_controller <*> https //13957525385%40163.com@<*>/874161398/principal/] Error Domain NSURLErrorDomain Code -1001 ""The request timed out."" UserInfo {NSUnderlyingError <*> {Error Domain kCFErrorDomainCFNetwork Code -1001 ""The request timed out."" UserInfo {NSErrorFailingURLStringKey https //13957525385%40163.com@<*>/874161398/principal/ NSErrorFailingURLKey https //13957525385%40163.com@<*>/874161398/principal/ _kCFStreamErrorCodeKey -2102 _kCFStreamErrorDomainKey 4 NSLocalizedDescription The request timed out.}} NSErrorFailingURLStringKey https //13957525385%40163.com@<*>/874161398/principal/ NSErrorFailingURLKey https //13957525385%40163.com@<*>/874161398/principal/ _kCFStreamErrorDomainKey 4 _kCFStreamErrorCodeKey -2102 NSLocalizedDescription The request timed out.}",2
46ebf1a8,full wake promotion (reason 1) <*> ms,4
f88d732d,12 29 03.002 Purged contact hashes,1
ea152e7c,15 10 04.900 Finished generating hashes,1
ae329aa0,Checking iCDP status for DSID 874161398 (checkWithServer 0),2
d4c6ce1a,FA||Url||taskID[2019353337] dealloc,1
8b38f185,FA||Url||taskID[2019353158] dealloc,1
842709c3,FA||Url||taskID[2019353423] dealloc,1
4f9ad557,FA||Url||taskID[2019353141] dealloc,1
65ead359,CCFile copyFile fileName is [2017-07-04_08 21 25.092188]-io80211Family-002.pcapng source path /var/log/CoreCapture/<*>/IO80211AWDLPeerManager//[2017-07-04_08 21 25.092188]-io80211Family-002.pcapng dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-04_08 21 25.088669] AssocFail sts 2_rsn 0/IO80211AWDLPeerManager//[2017-07-04_08 21 25.092188]-io80211Family-002.pcapng,1
dcbf6024,Session <*> created,2
3952e1ab,(UID 501) Found 7 plugin types 47 plugins,1
bca0128e,*** Break on _NSLockError() to debug.,1
aff817f0,hibernate_machine_init pagesDone 485400 sum2 3745d535 time 194 ms disk(0x20000) 814 Mb/s comp bytes 39702528 time 26 ms 1409 Mb/s crypt bytes 160124928 time 38 ms 4013 Mb/s,1
814019a1,CCFile copyFile fileName is [2017-07-05_19 00 43.556300]-io80211Family-010.pcapng source path /var/log/CoreCapture/<*>/IO80211AWDLPeerManager//[2017-07-05_19 00 43.556300]-io80211Family-010.pcapng dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-05_19 00 43.634713] AuthFail sts 5_rsn 0/IO80211AWDLPeerManager//[2017-07-05_19 00 43.556300]-io80211Family-010.pcapng,1
b343b85f,CCFile copyFile fileName is [2017-07-03_12 36 38.165922]-AirPortBrcm4360_Logs-006.txt source path /var/log/CoreCapture/<*>/DriverLogs//[2017-07-03_12 36 38.165922]-AirPortBrcm4360_Logs-006.txt dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-03_12 36 40.073195] AuthFail sts 5_rsn 0/DriverLogs//[2017-07-03_12 36 38.165922]-AirPortBrcm4360_Logs-006.txt,1
9b46976e,FA||Url||taskID[2019353208] dealloc,1
d93adf18,FA||Url||taskID[2019353332] dealloc,1
182a6462,[17 00 <*> fragManifold_PushBytes signalled err -16046 (kFigManifoldError_UnexpectedInitData) (Second 'ftyp' atom encountered) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/FormatHandlers/Movie/FigMovieFragmentManifold.c line 1680,3
d741d819,CCFile copyFile fileName is [2017-07-01_09 42 <*> source path <*> 42 <*> dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-01_09 42 49.834263] AuthFail sts 5_rsn <*> 42 <*>,2
573e992a,ARPT 672076.252792 wl0 wl_update_tcpkeep_seq mDNSOffloadUserClient GetKeepaliveData failed,1
257e1058,en0 BSSID changed to 1c 6a 7a 1a 83 fc,1
15ec4980,CCFile copyFile fileName is [2017-07-03_18 57 01.441132]-io80211Family-003.pcapng source path /var/log/CoreCapture/<*>/IO80211AWDLPeerManager//[2017-07-03_18 57 01.441132]-io80211Family-003.pcapng dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-03_18 57 12.183498] RoamFail sts 1_rsn 1/IO80211AWDLPeerManager//[2017-07-03_18 57 01.441132]-io80211Family-003.pcapng,1
9f8e2e40,CCFile copyFile fileName is [2017-07-04_12 34 56.774924]-CCIOReporter-002.xml source path /var/log/CoreCapture/<*>/OneStats//[2017-07-04_12 34 56.774924]-CCIOReporter-002.xml dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-04_12 34 55.742346] AuthFail sts 5_rsn 0/OneStats//[2017-07-04_12 34 56.774924]-CCIOReporter-002.xml,1
645dd56c,FA||Url||taskID[2019353125] dealloc,1
5a667c49,FA||Url||taskID[2019353727] dealloc,1
4df92138,FA||Url||taskID[2019353157] dealloc,1
848f9e7d,"2017-07-05 16 18 05.619 GoogleSoftwareUpdateAgent[36128/0x7000002a0000] [lvl 2] -[KSAgentApp updateProductWithProductID usingEngine ] Done checking for updates for '""<*>""' using engine <KSUpdateEngine 0x100246fa0",1
dce510e0,FA||Url||taskID[2019353376] dealloc,1
4c0df6fd,en0 BSSID changed to 54 78 1a a0 92 3c,1
57a03f73,[HID] [MT] MTActuatorManagement getActuatorRef Calling MTActuatorOpen() outside of MTTrackpadHIDManager.,2
08205899,Service only ran for 0 seconds. Pushing respawn out by 10 seconds.,2
0f030282,<<<< MediaValidator >>>> mv_ValidateRFC4281CodecId Unrecognized codec mp3.(null). Failed codec specific check.,1
7052d75e,CCFile copyFile fileName is [2017-07-06_14 06 <*> source path <*> 06 <*> dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-06_14 06 <*> AssocFail sts 2_rsn <*> 06 <*>,2
e856f54c,"PBRequester failed with Error Error Domain NSURLErrorDomain Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSUnderlyingError 0x7fe13500add0 {Error Domain kCFErrorDomainCFNetwork Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSErrorFailingURLStringKey https //<*>/dispatcher.arpc NSErrorFailingURLKey https //<*>/dispatcher.arpc _kCFStreamErrorCodeKey 8 _kCFStreamErrorDomainKey 12 NSLocalizedDescription The Internet connection appears to be offline.}} NSErrorFailingURLStringKey https //<*>/dispatcher.arpc NSErrorFailingURLKey https //<*>/dispatcher.arpc _kCFStreamErrorDomainKey 12 _kCFStreamErrorCodeKey 8 NSLocalizedDescription The Internet connection appears to be offline.}",1
727abcba,RTC Maintenance 2017/7/8 01 50 44 sleep 2017/7/8 01 38 06,1
ba331234,01 42 52.368 BTLE scanner Powered Off,1
9e29c84f,CCFile copyFile fileName is [2017-07-08_02 32 46.643534]-io80211Family-003.pcapng source path /var/log/CoreCapture/<*>/IO80211AWDLPeerManager//[2017-07-08_02 32 46.643534]-io80211Family-003.pcapng dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-08_02 32 46.517498] AssocFail sts 2_rsn 0/IO80211AWDLPeerManager//[2017-07-08_02 32 46.643534]-io80211Family-003.pcapng,1
f57025a9,RTC Maintenance 2017/7/7 13 06 20 sleep 2017/7/7 12 53 43,1
02501d54,en0 manual intervention required!,1
3fea10b4,FA||Url||taskID[2019353044] dealloc,1
a8cb9433,ksadmin cannot access the ticket store <KSUpdateError 0x100615b50,1
e22a51a4,(DiskStore.Normal 2382) 12001 1.136683,1
ede95ae1,QuickLookUIHelpe(35508) deny file-read-data /private/var/vm/sleepimage,1
3d7bcee8,12 42 41.003 BTLE scanning stopped,1
7a9316e3,RTC Maintenance 2017/7/5 04 21 10 sleep 2017/7/5 04 07 55,1
9f8ebc5a,FA||Url||taskID[2019353865] dealloc,1
3008895e,FA||Url||taskID[2019353486] dealloc,1
287d162d,"Service ""<*>"" tried to hijack endpoint ""<*>"" from owner <*>",2
d8e55f29,"PBRequester failed with Error Error Domain NSURLErrorDomain Code -1001 ""The request timed out."" UserInfo {NSUnderlyingError <*> {Error Domain kCFErrorDomainCFNetwork Code -1001 ""The request timed out."" UserInfo {NSErrorFailingURLStringKey https //<*>/dispatcher.arpc NSErrorFailingURLKey https //<*>/dispatcher.arpc _kCFStreamErrorCodeKey -2102 _kCFStreamErrorDomainKey 4 NSLocalizedDescription The request timed out.}} NSErrorFailingURLStringKey https //<*>/dispatcher.arpc NSErrorFailingURLKey https //<*>/dispatcher.arpc _kCFStreamErrorDomainKey 4 _kCFStreamErrorCodeKey -2102 NSLocalizedDescription The request timed out.}",4
b57a5380,04 43 26.008 BTLE scanning stopped,1
334ea47a,FA||Url||taskID[2019353276] dealloc,1
44abe2f3,2017-07-07 10 54 42.644 ksfetch[37926/0x7fff79824000] [lvl 2] KSHelperReceiveAllData() KSHelperTool read 1999 bytes from stdin.,1
f63cccf6,CCFile copyFile fileName is [2017-07-04_11 28 41.287633]-AirPortBrcm4360_Logs-004.txt source path /var/log/CoreCapture/<*>/DriverLogs//[2017-07-04_11 28 41.287633]-AirPortBrcm4360_Logs-004.txt dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-04_11 28 41.154533] AuthFail sts 5_rsn 0/DriverLogs//[2017-07-04_11 28 41.287633]-AirPortBrcm4360_Logs-004.txt,1
8ef7c6b8,"2017-07-05 16 18 06.771 GoogleSoftwareUpdateAgent[36128/0x7000002a0000] [lvl 2] -[KSAgentApp uploadStats ] Successfully uploaded stats <KSStatsCollection 0x100315e20 path ""/Users/xpc/Library/Google/GoogleSoftwareUpdate/Stats/Keystone.stats"" count 5 stats {",1
e3ecfa88,23 44 18.503 BTLE scanner Powered Off,1
86d1b3cf,ARPT 683825.244143 wl0 Roamed or switched channel reason #4 bssid 54 78 1a a0 92 3c last RSSI -73,1
e8de839b,ARPT 682800.594018 wl0 Roamed or switched channel reason #8 bssid 1c 6a 7a 33 6d 1c last RSSI -84,1
e7c70d02,-[NETAWDManager reportStats metricID ] AWDServerConnection newMetricContainerWithIdentifier failed for metric 2686985 server 0x7faf937117d0 not reporting,1
bd848be2,the url https //<*>/search?q %E8%93%9D%E9%87%87%E5%92%8C&rlz 1C5CHFA_enHK732HK732&oq %E8%93%9D%E9%87%87%E5%92%8C&aqs chrome..69i57j0l5.431j0j7&sourceid chrome&ie UTF-8,1
4556dda2,<*> 45 <*> BTLE scanner Powered On,2
2e3162ff,RTC Maintenance 2017/7/7 11 17 23 sleep 2017/7/7 11 04 47,1
3ce92739,[23 50 <*> FigFormatReaderCreateForStreamReturningMatchingContainerLabelType signalled err -12847 (kFigFormatReaderError_FileNotRecognized) (Unrecognized content) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/FormatHandlers/FigFormatReader_Common.c line 2158,3
17d0f798,CFPasteboardBeginGenerationReturn CFPasteboardBeginGeneration(CFPasteboardRef) Lock timeout,1
757519f5,FA||Url||taskID[2019353840] dealloc,1
fa039884,"[CardDAVPlugin-ERROR] -getPrincipalInfo [_controller supportsRequestCompressionAtURL https //xpcben%40gmail.com@<*>/carddav/v1/principals/xpcben%40gmail.com/] Error Domain NSURLErrorDomain Code -1001 ""The request timed out."" UserInfo {NSUnderlyingError 0x7fd3bc81d360 {Error Domain kCFErrorDomainCFNetwork Code -1001 ""The request timed out."" UserInfo {NSErrorFailingURLStringKey https //xpcben%40gmail.com@<*>/carddav/v1/principals/xpcben%40gmail.com/ NSErrorFailingURLKey https //xpcben%40gmail.com@<*>/carddav/v1/principals/xpcben%40gmail.com/ _kCFStreamErrorCodeKey -2102 _kCFStreamErrorDomainKey 4 NSLocalizedDescription The request timed out.}} NSErrorFailingURLStringKey https //xpcben%40gmail.com@<*>/carddav/v1/principals/xpcben%40gmail.com/ NSErrorFailingURLKey https //xpcben%40gmail.com@<*>/carddav/v1/principals/xpcben%40gmail.com/ _kCFStreamErrorDomainKey 4 _kCFStreamErrorCodeKey -2102 NSLocalizedDescription The request timed out.}",1
3239083a,"DB Error 1 ""no such table tb_c2cMsg_2909288299""",2
8e2f2a06,**** [BroadcomBluetoothHostController][SetupController] -- Delay HCI Reset by 300ms ****,1
6d950bf4,hibernate_machine_init pagesDone 446692 sum2 257614bb time 189 ms disk(0x20000) 824 Mb/s comp bytes 47378432 time 32 ms 1377 Mb/s crypt bytes 158556160 time 37 ms 4012 Mb/s,1
2fe0e23b,"CoreText *** Unmapped ""\u1000\u1064\u102C"" <CTFont 0x7fef88f59990>{name HelveticaNeue-Bold size 16.000000 matrix 0x0 descriptor <CTFontDescriptor 0x7fef8dbb8c50>{attributes <CFBasicHash 0x7fef88fbf4a0 [0x7fff7abc1440]>{type mutable dict count 1",1
b91d9fe3,Actually performing action revisions for 22589429328,1
58b33a93,[HID] [MT] MTSimpleHIDManager deviceDidBootload device bootloaded,1
61afce3e,FA||Url||taskID[2019353673] dealloc,1
1ec5726e,Performing context menu action,1
b698d0ca,19 31 29.400 BTLE scanner Powered Off,1
53ea55c2,CCFile copyFile fileName is [2017-07-03_13 48 39.308188]-io80211Family-002.pcapng source path /var/log/CoreCapture/<*>/IO80211AWDLPeerManager//[2017-07-03_13 48 39.308188]-io80211Family-002.pcapng dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-03_13 50 14.954481] AssocFail sts 2_rsn 0/IO80211AWDLPeerManager//[2017-07-03_13 48 39.308188]-io80211Family-002.pcapng,1
4e526346,2017-07-07 10 54 41.199 GoogleSoftwareUpdateAgent[37924/0x7000002a0000] [lvl 2] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg ] No functional system update engine detected. Only user tickets will be processed.,1
5bbfa5b9,FA||Url||taskID[2019353089] dealloc,1
47f34dea,CCFile copyFile fileName is [2017-07-07_16 24 17.620754]-AirPortBrcm4360_Logs-009.txt source path /var/log/CoreCapture/<*>/DriverLogs//[2017-07-07_16 24 17.620754]-AirPortBrcm4360_Logs-009.txt dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-07_16 24 17.735626] AuthFail sts 5_rsn 0/DriverLogs//[2017-07-07_16 24 17.620754]-AirPortBrcm4360_Logs-009.txt,1
aa5f9d1e,Using ticket store <KSPersistentTicketStore <*> store <KSKeyedPersistentStore <*>,2
9b7cd777,FA||Url||taskID[2019353578] dealloc,1
b0f6f624,CCFile copyFile fileName is [2017-07-03_16 28 <*> source path /var/log/CoreCapture/<*>/DriverLogs//[2017-07-03_16 28 <*> dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-03_16 28 <*> AuthFail sts 5_rsn 0/DriverLogs//[2017-07-03_16 28 <*>,2
cd236779,network changed v6(en0- 2607 f140 6000 8 d8d1 d506 6046 43e4) DNS- Proxy-,1
ecd23163,"PBRequester failed with Error Error Domain NSURLErrorDomain Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSUnderlyingError 0x7fe133710030 {Error Domain kCFErrorDomainCFNetwork Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSErrorFailingURLStringKey https //<*>/dispatcher.arpc NSErrorFailingURLKey https //<*>/dispatcher.arpc _kCFStreamErrorCodeKey 8 _kCFStreamErrorDomainKey 12 NSLocalizedDescription The Internet connection appears to be offline.}} NSErrorFailingURLStringKey https //<*>/dispatcher.arpc NSErrorFailingURLKey https //<*>/dispatcher.arpc _kCFStreamErrorDomainKey 12 _kCFStreamErrorCodeKey 8 NSLocalizedDescription The Internet connection appears to be offline.}",1
d35b8ff9,[06 04 59.681] <<<< AVCaptureHALDevice >>>> -[AVCaptureHALDevice _removePropertyListeners] Removing alive observer for device <AVCaptureHALDevice 0x7f9d508c5600 [VPAUAggregateAudioDevice-0x7f9d41d6f640][VPAUAggregateAudioDevice-0x7f9d41d6f640]> failed (560947818),1
d05d45cc,ARPT 722476.181265 wl0 Roamed or switched channel reason #1 bssid 88 75 56 a0 75 a2 last RSSI -77,1
4e99c2cb,FA||Url||taskID[2019353336] dealloc,1
0378fe8a,ARPT 700415.273244 ARPT Wake Reason Wake on Scan offload; Disconnect reason Class 3 frame received from nonassociated STA,1
71790f62,2017-07-06 20 46 03.798 GoogleSoftwareUpdateAgent[37316/0x7000002a0000] [lvl 2] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg ] Checking with local engine <KSUpdateEngine 0x1005178e0,1
5618a5de,10 31 19.875 Scanning mode Contacts Only,1
a03ee524,hibernate_machine_init pagesDone 486664 sum2 f8954373 time 193 ms disk(0x20000) 820 Mb/s comp bytes 39702528 time 26 ms 1406 Mb/s crypt bytes 160157696 time 38 ms 3960 Mb/s,1
3437bafe,en0 EAP-PEAP successfully authenticated,1
05593381,2017-07-07 17 01 58.397 ksfetch[38376/0x7fff79824000] [lvl 2] main() Fetcher received a download path /tmp/KSOutOfProcessFetcher.jIW3U0AQ3B/download,1
bfb84f1f,12 25 41.398 BTLE scanner Powered On,1
6476d91a,select(29 #########-------------------- 0L 0L &0.0) error Bad file descriptor,1
