EventId,EventTemplate,Occurrences
602b8018,CCFile copyFile fileName is [2017-07-05_19 00 36.004903]-CCIOReporter-002.xml source path /var/log/CoreCapture/<*>/OneStats//[2017-07-05_19 00 36.004903]-CCIOReporter-002.xml dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-05_19 00 34.959483] RoamFail sts 1_rsn 4/OneStats//[2017-07-05_19 00 36.004903]-CCIOReporter-002.xml,1
5641237f,Sandbox SpotlightNetHelp(352) deny(1) file-read-data /Users/xpc/Library/Input Methods,1
007e11b7,dynamic_cast error 2 One or more of the following type_info's has hidden visibility. They should all have public visibility. N11OfficeSpace11IDataSourceE N3Art30NativeExecuteActionControlUserE 22CMsoGalleryUserDefault.,1
42ddc21a,en0 BSSID changed to 04 da d2 c6 dc 8c,1
889a5d34,FA||Url||taskID[2019353701] dealloc,1
31e58f01,03 43 41.108 BTLE scanning started,1
832e3986,20 22 06.975 Scanning mode Contacts Only,1
5fa98df8,14 35 58.894 BTLE scanner Powered Off,1
9ac7bbe1,could discard act 242131 inact 107014 purgeable 254830 spec 128285 cleaned 0,1
84c12fd5,vm_compressor_flush - starting,1
9a4b4c10,FA||Url||taskID[2019353400] dealloc,1
ded9306a,CCFile copyFile fileName is [2017-07-07_13 38 <*> source path /var/log/CoreCapture/<*>/DriverLogs//[2017-07-07_13 38 <*> dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-07_13 38 <*> <*> sts 5_rsn 0/DriverLogs//[2017-07-07_13 38 <*>,2
e1f9d8b0,"[Accounts] Failed to update account with identifier 74159F5F-8823-439C-86D9-F3A67B109E2B error Error Domain ABAddressBookErrorDomain Code 1002 ""(null)""",2
df7ae7c3,FA||Url||taskID[2019353592] dealloc,1
24e9dd57,pages <*> wire <*> act <*> inact 3 cleaned 0 spec <*> zf <*> throt 0 compr <*> xpmapped 40000,2
cf2a46f3,01 06 37.461 BTLE scanner Powered On,1
71b7b52e,mDNS_DeregisterInterface Frequent transitions for interface awdl0 (FE80 0000 0000 0000 D8A5 90FF FEF5 7FFF),2
295ae240,2017-07-03 10 40 44.181 GoogleSoftwareUpdateAgent[33263/0x7fff79824000] [lvl 2] -[KSAgentApp checkForUpdates] Finished update check.,1
c46fcfad,objc[35391] Class TSUDurationLocaleSpecificStorage is implemented in both /Library/QuickLook/iWork.qlgenerator/Contents/MacOS/iWork and /System/Library/PrivateFrameworks/OfficeImport.framework/Versions/A/OfficeImport. One of the two will be used. Which one is undefined.,1
9bc42b89,"[CardDAVPlugin-ERROR] -getPrincipalInfo [_controller supportsRequestCompressionAtURL https //xpc_ben%40163.com@<*>/principals/users/558548ec28fbd965ade28995b355b70d/] Error Domain NSURLErrorDomain Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSUnderlyingError 0x7f8de2305090 {Error Domain kCFErrorDomainCFNetwork Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSErrorFailingURLStringKey https //xpc_ben%40163.com@<*>/principals/users/558548ec28fbd965ade28995b355b70d/ NSErrorFailingURLKey https //xpc_ben%40163.com@<*>/principals/users/558548ec28fbd965ade28995b355b70d/ _kCFStreamErrorCodeKey 8 _kCFStreamErrorDomainKey 12 NSLocalizedDescription The Internet connection appears to be offline.}} NSErrorFailingURLStringKey https //xpc_ben%40163.com@<*>/principals/users/558548ec28fbd965ade28995b355b70d/ NSErrorFailingURLKey https //xpc_ben%40163.com@<*>/principals/users/558548ec28fbd965ade28995b355b70d/ _kCFStreamErrorDomainKey 12 _kCFStreamErrorCodeKey 8 NSLocalizedDescription The Internet connection appears to be offline.}",1
2db7a407,22 15 48.404 BTLE scanner Powered On,1
ba5246a9,Page bounds {{0 0} {400 400}},1
833616f7,CCFile copyFile fileName is [2017-07-06_12 02 58.331139]-io80211Family-024.pcapng source path /var/log/CoreCapture/<*>/IO80211AWDLPeerManager//[2017-07-06_12 02 58.331139]-io80211Family-024.pcapng dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-06_12 02 58.410775] AuthFail sts 5_rsn 0/IO80211AWDLPeerManager//[2017-07-06_12 02 58.331139]-io80211Family-024.pcapng,1
7ee03f2d,FA||Url||taskID[2019353656] dealloc,1
2bec1392,02 18 38.004 Purged contact hashes,1
a3b1fea9,13 13 22.001 Purged contact hashes,1
822f9c82,FA||Url||taskID[2019353328] dealloc,1
e4676cd5,FA||Url||taskID[2019353849] dealloc,1
2fee169d,***** Received request to scan at 30ms/60ms *****,1
b5997580,hibernate_machine_init pagesDone 435547 sum2 5a6e9057 time 183 ms disk(0x20000) 853 Mb/s comp bytes 47493120 time 32 ms 1379 Mb/s crypt bytes 158519296 time 37 ms 4000 Mb/s,1
a5bd66c0,RTC Maintenance 2017/7/8 05 10 51 sleep 2017/7/8 04 59 12,1
e1b57030,[23 50 57.528] FigAtomStreamAdvanceToNextAtomWithType signalled err -12894 (kFigAtomStream_BadLengthInAtom) (Atom had a bogus length) at /Library/Caches/<*>/Sources/CoreMedia_frameworks/<*>/Sources/Utilities/FigAtomStream.c line 703,1
3ce92739,[23 50 <*> FigFormatReaderCreateForStreamReturningMatchingContainerLabelType signalled err -12847 (kFigFormatReaderError_FileNotRecognized) (Unrecognized content) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/FormatHandlers/FigFormatReader_Common.c line 2158,2
4ef60a4a,FA||Url||taskID[2019353424] dealloc,1
af9e631f,Error -60005 creating authorization,1
cd85f752,"PBRequester failed with Error Error Domain NSURLErrorDomain Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSUnderlyingError 0x7fb7ed020790 {Error Domain kCFErrorDomainCFNetwork Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSErrorFailingURLStringKey https //<*>/clls/wloc NSErrorFailingURLKey https //<*>/clls/wloc _kCFStreamErrorCodeKey 8 _kCFStreamErrorDomainKey 12 NSLocalizedDescription The Internet connection appears to be offline.}} NSErrorFailingURLStringKey https //<*>/clls/wloc NSErrorFailingURLKey https //<*>/clls/wloc _kCFStreamErrorDomainKey 12 _kCFStreamErrorCodeKey 8 NSLocalizedDescription The Internet connection appears to be offline.}",1
8daa0717,[00 30 04.543] FigDCP_GetCacheFileVersion signalled err -12540 (kFigDiskCacheProviderError_InvalidCacheFile) (unsupported file version) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/FigByteStreamPrototypes/FigLimitedDiskCacheProvider.c line 384,1
6cf25b89,69 Could not write data to client PID[11203](Mail) because of error - aborting connection,1
88789063,[15 45 00.924] figHttpRequestDidReceiveResponseCallback signalled err -12660 (kFigHTTPError_Forbidden) (403 Forbidden) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/FigHTTP/FigHTTPRequestCFURLConnection.c line 2110,1
a520d75d,<INFO> RQD Persist userinfo data with count 0,1
d960bc67,BuildActDeviceEntry exit,1
9f227b45,Captive [CNInfoNetworkActive 1748] en0 SSID 'AirBears2' making interface primary (cache indicates network not captive),1
681502fb,2017-07-07 10 54 41.860 GoogleSoftwareUpdateAgent[37924/0x7000002a0000] [lvl 2] -[KSOutOfProcessFetcher(PrivateMethods) helperErrorAvailable ] KSOutOfProcessFetcher helper tool raw STDERR,1
a73b6ab3,[21 23 10.828] mv_LowLevelCheckIfVideoPlayableUsingDecoder signalled err -12956 (kFigMediaValidatorError_VideoCodecNotSupported) (video codec 1) at line 1921,1
7ae6bd72,hibernate_machine_init pagesDone 456933 sum2 2557d86b time 190 ms disk(0x20000) 818 Mb/s comp bytes 47251456 time 33 ms 1348 Mb/s crypt bytes 158334976 time 38 ms 3908 Mb/s,1
793830c3,CCFile copyFile fileName is [2017-07-03_15 47 25.272730]-io80211Family-011.pcapng source path /var/log/CoreCapture/<*>/IO80211AWDLPeerManager//[2017-07-03_15 47 25.272730]-io80211Family-011.pcapng dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-03_15 47 25.346497] RoamFail sts 1_rsn 4/IO80211AWDLPeerManager//[2017-07-03_15 47 25.272730]-io80211Family-011.pcapng,1
af1b7225,en0 BSSID changed to 00 a6 ca db 9c 6c,1
5e072388,15 30 54.182 BTLE scanning started,1
e142b5d7,CCFile copyFile fileName is [2017-07-03_13 50 15.351960]-io80211Family-004.pcapng source path /var/log/CoreCapture/<*>/IO80211AWDLPeerManager//[2017-07-03_13 50 15.351960]-io80211Family-004.pcapng dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-03_13 50 15.563436] AssocFail sts 5_rsn 0/IO80211AWDLPeerManager//[2017-07-03_13 50 15.351960]-io80211Family-004.pcapng,1
3660ea84,vm_compressor_record_warmup (711798 - 722124),1
43d82d1b,00 03 21.713 BTLE scanning stopped,1
